,Review,Label,Review_Clean,absa,polarity
245,"Great Indian vegetarian restaurant. I have coming here since my childhood days. I like their dosai, vadai and Idili as well as their combination of sambar and chutney. I have also tried other items like poori, uttapam and set meals. Aroma …",POSITIVE,"great indian vegetarian restaurant. i have coming here since my childhood days. i like their dosai, vadai and idili as well as their combination of sambar and chutney. i have also tried other items like poori, uttapam and set meals. aroma  ",[],[]
246,"Splendid lunch treat by my lovely wife. First time dining at Art and found the Executive Set Lunch to be just right, doesn’t leave us in a state of food coma unlike some which do. …",POSITIVE,"splendid lunch treat by my lovely wife. first time dining at art and found the executive set lunch to be just right, doesn t leave us in a state of food coma unlike some which do.  ","[['lunchtreat', ['splendid']], ['wife', ['lovely']], ['time', ['first']], ['executive', ['lunch']], ['lunch', ['executive', 'set', 'found']], ['right', ['just', 'found']], ['state', []], ['foodcoma', []]]","[['lunchtreat', 'POSITIVE'], ['wife', 'POSITIVE'], ['time', 'POSITIVE'], ['executive', 'NEUTRAL'], ['lunch', 'POSITIVE'], ['right', 'POSITIVE']]"
247,"Amazing experience! Nuria is an amazing professional, with deep knowledge of cuisine in general and Spanish food specifically, which she complements with a profound ability to advise on the best wine pairing … and her natural charm. This is a must experience!",POSITIVE,"amazing experience! nuria is an amazing professional, with deep knowledge of cuisine in general and spanish food specifically, which she complements with a profound ability to advise on the best wine pairing   and her natural charm. this is a must experience!","[['experience', ['amazing']], ['knowledge', ['deep', 'complements']], ['cuisine', []], ['food', ['spanish', 'specifically']], ['ability', ['profound']], ['advise', []], ['charm', ['natural']]]","[['experience', 'POSITIVE'], ['knowledge', 'POSITIVE'], ['food', 'POSITIVE'], ['ability', 'POSITIVE'], ['charm', 'NEGATIVE']]"
248,"As a fan of Gordon Ramsay, I always wanted to visit this place for a while now. The ambiance is very good with extremely friendly waiters. As for complimentary entrees, we were given an assorted bread basket. The soup sticks we're amazing. …",POSITIVE,"as a fan of gordon ramsay, i always wanted to visit this place for a while now. the ambiance is very good with extremely friendly waiters. as for complimentary entrees, we were given an assorted bread basket. the soup sticks we are amazing.  ","[['fan', []], ['place', ['visit']], ['breadbasket', ['assorted', 'given']], ['soup', ['sticks']]]","[['place', 'NEGATIVE'], ['breadbasket', 'NEGATIVE'], ['soup', 'NEGATIVE']]"
249,"Delicious food, good wine list, service spot on. Good price point for 6 and 9 courses. Very keen come back with a group and pre-order the duck!",POSITIVE,"delicious food, good wine list, service spot on. good price point for 6 and 9 courses. very keen come back with a group and pre-order the duck!","[['food', ['delicious', 'on']], ['winelist', ['good']], ['servicespot', []], ['pricepoint', ['good']], ['group', []], ['pre-order', ['duck']], ['duck', ['pre-order']]]","[['food', 'POSITIVE'], ['winelist', 'POSITIVE'], ['pricepoint', 'POSITIVE'], ['pre-order', 'NEGATIVE'], ['duck', 'NEUTRAL']]"
250,"This is one of the best restaurants I've been to in my entire lifetime! Amazing decor, excellent service - going the extra mile for literally everything... And the food - glorious. Every morsel, every bite was perfection. Can't wait to go …",POSITIVE,"this is one of the best restaurants i have been to in my entire lifetime! amazing decor, excellent service - going the extra mile for literally everything... and the food - glorious. every morsel, every bite was perfection. cannot wait to go  ","[['lifetime', ['entire']], ['decor', ['amazing']], ['service', ['excellent']], ['mile', ['extra', 'going']], ['everything', ['literally']], ['food', ['glorious']], ['morsel', []], ['bite', ['perfection']], ['perfection', ['bite']], ['wait', ['not']]]","[['lifetime', 'POSITIVE'], ['decor', 'POSITIVE'], ['service', 'POSITIVE'], ['mile', 'POSITIVE'], ['everything', 'NEUTRAL'], ['food', 'POSITIVE'], ['bite', 'NEGATIVE'], ['perfection', 'NEGATIVE'], ['wait', 'NEGATIVE']]"
251,"Authentic Catalan dish, extraordinary service.
We made the right choice for our mother's birthday celebration. She was missing Barcelona food and you have everything that pleased her and all of us. Despite …",POSITIVE,"authentic catalan dish, extraordinary service.
we made the right choice for our mother's birthday celebration. she was missing barcelona food and you have everything that pleased her and all of us. despite  ",[],[]
252,hosted my wedding lunch at this intimate and beautiful restaurant and I was so glad I did. All our guests left speaking highly of the food including the breads and canapés. I also would like to give a shout out to Wendy and her team all of …,POSITIVE,hosted my wedding lunch at this intimate and beautiful restaurant and i was so glad i did. all our guests left speaking highly of the food including the breads and canapés. i also would like to give a shout out to wendy and her team all of  ,"[['intimate', ['restaurant']], ['beautiful', []], ['restaurant', ['intimate']], ['glad', ['i', 'so']], ['food', []], ['canapés', []], ['shout', ['give']], ['wendy', []], ['team', []]]","[['intimate', 'NEUTRAL'], ['restaurant', 'POSITIVE'], ['glad', 'NEGATIVE'], ['shout', 'POSITIVE']]"
253,"Service was superb, food came in surprisingly faster than other restaurant!",POSITIVE,"service was superb, food came in surprisingly faster than other restaurant!","[['service', ['superb']], ['superb', ['service']], ['food', ['came']], ['restaurant', ['other']]]","[['service', 'POSITIVE'], ['superb', 'NEGATIVE'], ['food', 'POSITIVE'], ['restaurant', 'NEGATIVE']]"
254,"High class chinese restaurant. It's a bit pricey but the food are great, place is amazing.",POSITIVE,"high class chinese restaurant. it is a bit pricey but the food are great, place is amazing.","[['class', ['high', 'restaurant']], ['restaurant', ['class', 'chinese']], ['bit', []], ['food', ['great']], ['place', ['amazing']], ['amazing', ['place']]]","[['class', 'POSITIVE'], ['restaurant', 'POSITIVE'], ['food', 'POSITIVE'], ['place', 'POSITIVE'], ['amazing', 'POSITIVE']]"
255,"food was good, service was excellent. will come back again",POSITIVE,"food was good, service was excellent. will come back again","[['food', ['good']], ['service', ['excellent']], ['excellent', ['service']]]","[['food', 'POSITIVE'], ['service', 'POSITIVE'], ['excellent', 'NEGATIVE']]"
256,Food was hands down beating expectations. I knew it would be amazing for a Michelin star restaurant but I actually thought it was better quality than just a 1 star. Also appreciated the large diversity in courses and in between tasters for …,POSITIVE,food was hands down beating expectations. i knew it would be amazing for a michelin star restaurant but i actually thought it was better quality than just a 1 star. also appreciated the large diversity in courses and in between tasters for  ,"[['food', ['beating']], ['michelinstar', ['starrestaurant']], ['starrestaurant', ['michelinstar']], ['quality', ['it', 'better']], ['star', ['just']], ['diversity', ['large', 'appreciated']]]","[['food', 'POSITIVE'], ['michelinstar', 'NEUTRAL'], ['starrestaurant', 'NEUTRAL'], ['quality', 'POSITIVE'], ['star', 'POSITIVE'], ['diversity', 'POSITIVE']]"
257,Super nice meal Family Enjoyed!,POSITIVE,super nice meal family enjoyed!,[],[]
258,"Shinji by Kanesaka has been a One Michelin Star restaurant for many years. The restaurant is managed by a team of Japanese Chefs and offer seasonal courses comprising of appetizer, sashimi, cooked dishes, nigiri sushi, soup and Japanese …",POSITIVE,"shinji by kanesaka has been a one michelin star restaurant for many years. the restaurant is managed by a team of japanese chefs and offer seasonal courses comprising of appetizer, sashimi, cooked dishes, nigiri sushi, soup and japanese  ","[['shinji', ['starrestaurant']], ['michelinstar', ['starrestaurant']], ['restaurant', []], ['team', []], ['appetizer', []], ['sashimi', []], ['sushi', ['nigiri']]]","[['shinji', 'NEUTRAL'], ['michelinstar', 'NEUTRAL'], ['sushi', 'NEUTRAL']]"
259,Very nice service.,POSITIVE,very nice service.,"[['service', ['nice']]]","[['service', 'POSITIVE']]"
260,Great zi char food. Good for family bonding,POSITIVE,great zi char food. good for family bonding,"[['zichar', ['charfood']], ['charfood', ['great', 'zichar']], ['familybonding', []]]","[['zichar', 'NEUTRAL'], ['charfood', 'POSITIVE']]"
261,Good atmosphere,POSITIVE,good atmosphere,"[['atmosphere', ['good']]]","[['atmosphere', 'POSITIVE']]"
262,This is a restaurant where the staff serve you with a smile from their heart. You feel they genuinely love their job. All meat dish very good - special mention Aunt Caroline’s Babi Buah Keluak and Westholme Wagye Beef Rib Rendang is so …,POSITIVE,this is a restaurant where the staff serve you with a smile from their heart. you feel they genuinely love their job. all meat dish very good - special mention aunt caroline s babi buah keluak and westholme wagye beef rib rendang is so  ,"[['restaurant', ['this', 'you']], ['staffserve', ['you']], ['heart', []], ['job', ['love']], ['meat', ['dish']], ['dish', ['meat', 'good']], ['mentionaunt', ['carolines']], ['auntcaroline', ['carolines']], ['buahkeluak', ['babibuah']], ['westholmewagye', ['wagyebeef']], ['wagyebeef', ['westholmewagye', 'ribrendang']], ['beefrib', ['ribrendang']], ['ribrendang', ['wagyebeef', 'beefrib']]]","[['restaurant', 'NEUTRAL'], ['staffserve', 'NEUTRAL'], ['job', 'POSITIVE'], ['meat', 'POSITIVE'], ['dish', 'POSITIVE'], ['mentionaunt', 'NEUTRAL'], ['auntcaroline', 'NEUTRAL'], ['buahkeluak', 'NEUTRAL'], ['westholmewagye', 'NEUTRAL'], ['wagyebeef', 'NEUTRAL'], ['beefrib', 'NEUTRAL'], ['ribrendang', 'NEUTRAL']]"
263,Excellent experience being first time here and seeing all tables taken with a queue outside! Surash was especially patient with us explaining the menu. Great service and thoroughly loved the food!,POSITIVE,excellent experience being first time here and seeing all tables taken with a queue outside! surash was especially patient with us explaining the menu. great service and thoroughly loved the food!,"[['experience', ['excellent']], ['time', ['first', 'here']], ['surash', ['patient']], ['menu', ['explaining']], ['service', ['great']], ['food', ['loved']]]","[['experience', 'POSITIVE'], ['time', 'POSITIVE'], ['surash', 'NEGATIVE'], ['menu', 'POSITIVE'], ['service', 'POSITIVE'], ['food', 'POSITIVE']]"
264,"Dinner was absolutely amazing. Service, food, atmosphere we're all above and beyond. Staff were so attentive, friendly, and professional. All of the options/supplements were wonderful. Wine pairings we're all excellent. Each bite is like a …",POSITIVE,"dinner was absolutely amazing. service, food, atmosphere we are all above and beyond. staff were so attentive, friendly, and professional. all of the options/supplements were wonderful. wine pairings we are all excellent. each bite is like a  ",[],[]
265,"Nice food, good service, highly recommend.",POSITIVE,"nice food, good service, highly recommend.","[['food', ['nice']], ['service', ['good']], ['recommend', ['highly']]]","[['food', 'POSITIVE'], ['service', 'POSITIVE'], ['recommend', 'POSITIVE']]"
266,Good food and service. Felt like Christmas.  Thank you.,POSITIVE,good food and service. felt like christmas.  thank you.,"[['food', ['good']], ['service', []], ['christmas', []], ['thank', ['you']]]","[['food', 'POSITIVE'], ['thank', 'NEUTRAL']]"
267,Food is amazing! Had a great night here,POSITIVE,food is amazing! had a great night here,"[['food', ['amazing']], ['amazing', ['food']], ['night', ['great', 'had']]]","[['food', 'POSITIVE'], ['amazing', 'NEGATIVE'], ['night', 'POSITIVE']]"
268,"The staff are friendly and patient, not rushing us to order food if we are not ready yet. 1 for 1 beer are worth to try. The stuff name Bee was served us very well!",POSITIVE,"the staff are friendly and patient, not rushing us to order food if we are not ready yet. 1 for 1 beer are worth to try. the stuff name bee was served us very well!","[['staff', ['friendly']], ['patient', []], ['beer', []], ['try', ['worth']], ['stuffname', ['namebee']], ['namebee', ['stuffname']]]","[['staff', 'POSITIVE'], ['try', 'POSITIVE'], ['stuffname', 'NEUTRAL'], ['namebee', 'NEUTRAL']]"
269,"food was amazing, Joshua, the service staff was equally amazing! totally made our night! made a lunch appointment for the next date! FABULOUS!",POSITIVE,"food was amazing, joshua, the service staff was equally amazing! totally made our night! made a lunch appointment for the next date! fabulous!","[['food', ['amazing']], ['joshua', []], ['night', ['made']], ['lunch', ['appointment']], ['appointment', ['lunch', 'made']], ['date', ['next']]]","[['food', 'POSITIVE'], ['night', 'POSITIVE'], ['lunch', 'NEUTRAL'], ['appointment', 'POSITIVE'], ['date', 'NEGATIVE']]"
270,Great crossroads dining that nourish our palate. It did not disappoint at all.,POSITIVE,great crossroads dining that nourish our palate. it did not disappoint at all.,"[['palate', ['nourish']], ['disappoint', ['it', 'not']]]","[['palate', 'NEUTRAL'], ['disappoint', 'NEGATIVE']]"
271,"I was in Esquina on 22nd August with a Dutch friend and a colleague for dinner. The main dishes we ordered were Pan Con Tomate which goes very well with Iberico Bellota, the Foie Gras as usual is really really very good, the Prawn al Ajillo …",POSITIVE,"i was in esquina on 22nd august with a dutch friend and a colleague for dinner. the main dishes we ordered were pan con tomate which goes very well with iberico bellota, the foie gras as usual is really really very good, the prawn al ajillo  ","[['dutch', ['friend']], ['friend', ['dutch']], ['colleague', []], ['dinner', []], ['contomate', ['dishes', 'pan', 'goes']], ['alajillo', ['prawnal']]]","[['dutch', 'POSITIVE'], ['friend', 'NEUTRAL'], ['contomate', 'POSITIVE'], ['alajillo', 'NEUTRAL']]"
